School Name,SAT Average Overall,"% IndepStudents, LowIncome $0-$30,000",% Independent Students,"% DepStudents, LowIncome $0-$30,000","% aided students family income $0-$30,000",% First Generation Students,"% First Gen, Parents w/College","% First Gen, Parents w/MiddleSchool","% First Gen, Parents w/HighSchool","% FirstGenStudents, Completed 2 Years","% FirstGenStudents, Completed 3 Years","% FirstGenStudents, Completed 4 Years","% FirstGenStudents, Completed 6 Years","% FirstGenStudents, Completed 8 Years",% Students W/Bachelors Degree at 25 Years Old,% Students Born Within the U.S.,% Population of White Students by ZIP Code,% Population of Hispanic Students by ZIP Code,% Population of Black Students by ZIP Code,% Population of Asian Students by ZIP Code,% Students W/Professional Deg at 25YrsbyZIP,% IndepStudents Completed 2 Years,% IndepStudents Completed 3 Years,% IndepStudents Completed 4 Years,% IndepStudents Completed 6 Years,% IndepStudents Completed 8 Years,% IndepStudents Withdrawn 2 Years,% IndepStudents Withdrawn 3 Years,% IndepStudents Withdrawn 4 Years,% IndepStudents Withdrawn 6 Years,% IndepStudents Withdrawn 8 Years,% DepStudents Completed 2 Years,% DepStudents Completed 3 Years,% DepStudents Completed 4 Years,% DepStudents Completed 6 Years,% DepStudents Completed 8 Years,% DepStudents Withdrawn 2 Years,% DepStudents Withdrawn 3 Years,% DepStudents Withdrawn 4 Years,% DepStudents Withdrawn 6 Years,% DepStudents Withdrawn 8 Years,% NonFirstGenStudents Completed 2 Years,% NonFirstGenStudents Completed 3 Years,% NonFirstGenStudents Completed 4 Years,% NonFirstGenStudents Completed 6 Years,% NonFirstGenStudents Completed 8 Years,% NonFirstGenStudents Withdrawn 2 Years,% NonFirstGenStudents Withdrawn 3 Years,% NonFirstGenStudents Withdrawn 4 Years,% NonFirstGenStudents Withdrawn 6 Years,% NonFirstGenStudents Withdrawn 8 Years,% FirstGenStudents Completed 2 Years,% FirstGenStudents Completed 3 Years,% FirstGenStudents Completed 4 Years,% FirstGenStudents Completed 6 Years,% FirstGenStudents Completed 8 Years,% FirstGenStudents Withdrawn 2 Years,% FirstGenStudents Withdrawn 3 Years,% FirstGenStudents Withdrawn 4 Years,% FirstGenStudents Withdrawn 6 Years,% FirstGenStudents Withdrawn 8 Years,id,Latitude,Longitutde
Illinois Institute of Technology,1328.0,80.25,18.35,29.4,38.73,32.24,67.76,6.07,26.17,0.0,0.0,4.38,5.86,8.36,1954.0,8373.0,7568.0,1194.0,1037.0,562.0,1141.0,0.0,38.71,66.67,60.0,65.81,0.0,10.75,11.46,11.76,14.53,0.0,40.9,60.0,70.05,70.34,0.0,9.93,10.0,9.34,6.56,7.69,38.29,62.13,68.55,71.43,8.21,8.57,8.88,8.18,8.57,10.32,41.64,60.94,67.93,68.11,11.03,10.85,11.11,10.69,8.36,14572500,4183.13,-8762.73
Illinois State University,1125.0,83.77,8.01,20.63,25.69,29.64,70.36,2.0,27.65,0.0,2.91,4.73,7.8,10.97,1878.0,9162.0,8479.0,602.0,815.0,301.0,990.0,36.24,56.05,62.82,61.85,67.38,14.89,12.37,14.08,9.48,11.35,14.52,47.75,64.61,70.36,68.56,8.52,8.71,9.01,6.89,5.68,13.74,54.0,68.78,74.94,70.14,6.27,6.65,9.15,6.59,5.4,17.83,45.72,62.29,66.94,67.66,10.56,10.19,9.56,7.4,6.66,14581300,4050.94,-8899.01
Judson University,1054.0,56.47,41.35,20.36,35.29,35.63,64.37,5.06,30.57,0.0,0.0,0.0,11.69,16.67,1723.0,8950.0,8536.0,1061.0,547.0,272.0,823.0,15.06,34.82,39.06,50.37,52.54,39.76,21.43,26.56,18.52,20.34,7.69,47.39,56.33,55.36,23.24,15.38,12.8,12.03,12.95,23.78,12.22,47.25,49.35,56.76,25.93,16.67,16.48,14.29,12.61,27.16,10.56,41.38,48.33,52.02,37.84,29.23,15.52,20.1,16.13,20.72,14633900,4206.18,-8829.13
Knox College,1276.0,0.0,2.28,0.0,25.24,27.85,72.15,4.07,23.78,0.0,0.0,0.0,6.95,10.7,1993.0,9106.0,8452.0,698.0,722.0,314.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,78.0,68.75,73.79,12.5,0.0,0.0,10.16,0.0,0.0,60.14,62.96,57.75,69.96,10.34,0.0,0.0,8.02,0.0,14642700,4094.31,-9037.32
Lake Forest College,1271.0,0.0,4.05,0.0,26.18,24.59,75.41,2.75,21.83,0.0,0.0,7.28,0.0,12.14,2345.0,8656.0,8239.0,883.0,716.0,463.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93,72.34,76.47,83.46,69.33,6.8,0.0,0.0,0.0,0.0,11.25,66.08,70.87,72.9,72.33,7.5,0.0,0.0,0.0,0.0,14648100,4224.96,-8782.75
Lewis University,1147.0,58.64,22.61,20.31,28.98,39.4,60.6,5.21,34.19,0.0,5.34,7.85,10.73,8.72,1740.0,8794.0,7812.0,1077.0,1173.0,332.0,857.0,33.45,43.45,34.35,53.19,54.72,17.07,22.47,35.11,24.11,18.87,18.7,42.34,46.96,28.2,63.07,11.1,15.2,23.38,38.54,11.1,19.35,45.06,48.4,33.7,61.71,13.62,17.28,21.47,38.15,9.67,23.7,41.61,42.81,34.11,60.75,12.35,16.77,27.43,34.33,14.0,14661200,4160.54,-8807.9
Lincoln College,776.0,66.48,19.69,47.95,51.6,41.18,58.82,3.66,37.52,0.0,0.0,0.0,0.0,5.79,1729.0,9289.0,8183.0,549.0,1181.0,244.0,947.0,25.0,44.71,32.98,27.78,17.5,29.55,15.29,30.85,34.92,32.5,16.29,27.68,23.51,30.67,27.23,40.26,31.85,26.98,21.38,14.87,20.97,36.36,28.95,21.13,22.92,30.65,25.76,28.95,26.76,19.79,17.7,30.14,24.64,31.27,24.95,39.23,29.01,27.49,23.94,19.56,14667600,4015.54,-8936.15
Loyola University Chicago,1311.0,64.9,12.63,22.46,27.82,27.69,72.31,3.52,24.17,0.0,6.2,10.78,12.35,14.75,2042.0,8310.0,7649.0,1221.0,1008.0,546.0,1193.0,43.98,50.0,60.76,63.31,58.46,10.54,16.0,13.61,10.71,14.46,9.72,45.42,57.88,71.31,72.87,8.44,17.17,13.75,6.3,4.04,11.5,49.73,60.06,75.44,76.53,6.44,16.42,15.1,5.72,4.26,16.35,43.3,57.02,66.06,66.14,10.46,17.44,12.76,7.8,6.71,14671900,4200.08,-8765.69
Methodist College,980.0,62.56,61.69,25.0,48.17,34.78,65.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,49.58,56.99,68.55,62.5,12.76,0.0,0.0,0.0,0.0,14.93,43.66,56.58,61.73,61.97,8.21,0.0,0.0,0.0,0.0,19.75,48.15,61.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,47.06,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14712900,4078.04,-8968.29
Millikin University,1106.0,59.35,15.64,25.12,30.47,31.85,68.15,1.2,30.65,0.0,0.0,6.98,10.0,11.17,1429.0,9508.0,8490.0,401.0,1045.0,144.0,746.0,35.94,53.85,47.56,52.08,63.72,0.0,12.82,18.29,18.75,9.73,7.53,43.06,55.13,57.02,56.66,0.0,15.32,11.85,12.28,9.71,7.14,46.88,59.51,63.95,59.03,13.69,10.0,8.59,7.56,7.64,12.74,43.64,51.4,52.63,57.77,14.96,16.96,14.8,16.05,10.44,14724400,3984.26,-8897.63
Monmouth College,1210.0,0.0,3.72,0.0,25.64,32.24,67.76,2.61,29.63,0.0,0.0,0.0,10.56,13.01,1449.0,9353.0,8854.0,581.0,576.0,173.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.68,67.19,73.08,58.33,0.0,0.0,0.0,0.0,0.0,0.0,51.58,48.53,59.15,55.02,0.0,0.0,0.0,0.0,0.0,14734100,4091.48,-9063.73
North Central College,1156.0,77.17,6.97,16.78,20.98,26.6,73.4,2.67,23.93,0.0,4.55,7.85,10.45,13.27,2221.0,8921.0,8535.0,784.0,553.0,433.0,1139.0,57.41,53.62,72.22,64.58,53.33,18.52,0.0,0.0,0.0,0.0,16.67,59.91,67.35,70.78,70.06,8.64,0.0,0.0,0.0,0.0,17.77,61.87,70.75,72.89,70.34,9.06,9.71,5.53,4.58,4.94,21.08,57.79,66.12,68.23,67.35,9.6,9.74,5.79,5.76,5.71,14766000,4177.58,-8814.28
North Park University,1055.0,61.0,19.7,29.08,35.37,36.98,63.02,7.15,29.83,0.0,0.0,5.03,10.62,10.91,1947.0,8066.0,7268.0,1444.0,1158.0,583.0,1095.0,22.32,43.88,63.03,41.86,49.44,13.39,19.39,14.29,20.16,15.17,6.64,16.99,54.37,50.0,56.82,10.84,9.71,10.7,20.26,10.79,8.45,26.0,62.57,52.28,60.0,9.86,6.67,6.7,18.27,10.45,10.19,20.56,53.27,46.11,52.34,11.85,13.61,13.57,21.24,12.69,14767900,4197.53,-8770.99
Northwestern University,1529.0,67.38,11.1,21.84,26.9,15.16,84.84,2.34,12.82,0.0,3.89,3.31,5.7,10.33,2406.0,8476.0,7802.0,986.0,916.0,605.0,1602.0,27.27,45.61,47.27,61.97,49.07,0.0,0.0,23.64,16.9,17.59,9.71,85.47,90.81,91.28,80.04,0.0,0.0,3.03,2.98,10.13,11.24,85.8,89.74,92.33,79.01,3.18,0.0,3.08,2.4,10.96,10.69,78.14,85.91,83.48,73.55,5.49,0.0,6.08,6.84,10.58,14776700,4205.04,-8767.99
Olivet Nazarene University,1105.0,47.42,23.26,14.82,22.4,27.68,72.32,2.05,25.63,5.53,5.48,7.16,10.6,9.74,1410.0,9367.0,8211.0,613.0,1160.0,177.0,752.0,16.99,35.92,30.69,59.23,50.0,19.9,23.79,29.1,14.16,9.09,8.54,51.41,58.22,57.02,64.97,12.31,12.82,11.86,10.84,6.69,9.69,55.83,62.44,64.27,65.26,10.17,11.38,12.95,7.78,6.17,10.71,42.6,45.69,54.03,60.49,16.58,17.92,17.06,13.58,7.68,14782800,4115.52,-8787.52
Principia College,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14801600,3894.88,-9035.03
Quincy University,1162.0,69.39,15.17,21.17,28.48,33.0,67.0,0.0,0.0,0.0,11.74,21.03,13.48,13.89,1387.0,9424.0,8400.0,484.0,1058.0,162.0,722.0,19.64,38.64,42.31,43.86,37.5,17.86,0.0,0.0,17.54,14.77,8.53,28.57,30.97,50.96,46.56,15.5,0.0,0.0,15.06,10.31,11.96,37.93,30.77,56.86,51.19,10.87,0.0,14.29,10.78,0.0,9.91,26.96,33.21,47.19,42.9,18.02,0.0,16.97,17.23,0.0,14813100,3993.89,-9138.6
Rockford University,1014.0,72.79,25.09,28.47,39.59,41.84,58.16,4.13,37.71,0.0,0.0,0.0,0.0,0.0,1373.0,9116.0,8130.0,922.0,1023.0,197.0,717.0,50.0,58.44,56.04,70.97,58.33,0.0,16.88,10.99,12.9,11.67,19.38,45.31,49.18,51.75,51.98,0.0,14.29,13.93,14.47,11.51,22.06,49.28,46.99,64.06,64.06,22.06,0.0,16.87,15.62,0.0,29.22,48.22,52.38,57.29,51.95,21.4,0.0,11.9,13.54,0.0,14840500,4227.06,-8901.95
Roosevelt University,1030.0,73.12,33.64,30.94,45.13,36.84,63.16,5.53,31.3,0.0,5.0,7.15,8.43,11.89,1855.0,8353.0,6270.0,1406.0,2346.0,483.0,1064.0,33.1,40.32,36.23,36.6,38.22,26.11,27.62,28.36,26.45,21.14,23.31,40.66,44.39,45.54,39.32,24.42,24.31,23.05,21.39,19.23,24.71,45.01,49.34,55.66,42.64,23.84,20.51,17.94,17.32,17.69,26.5,39.35,40.01,39.69,38.09,25.21,26.59,26.36,24.35,20.41,14848700,4187.61,-8762.5
Dominican University,1060.0,65.42,17.13,31.5,37.31,50.75,49.25,12.22,38.53,0.0,7.39,10.11,9.67,13.98,1579.0,7909.0,7260.0,1865.0,1216.0,375.0,905.0,52.69,51.43,64.6,50.0,59.57,0.0,0.0,0.0,21.28,0.0,12.08,43.51,50.18,63.43,58.65,0.0,0.0,0.0,7.8,0.0,19.64,49.28,63.3,61.69,50.0,8.93,10.87,0.0,7.79,0.0,18.44,43.58,50.53,61.51,61.29,10.41,11.67,0.0,10.25,0.0,14849600,4190.27,-8782.3
University of St Francis,1060.0,57.54,24.93,17.44,27.44,42.38,57.62,5.49,36.89,0.0,0.0,0.0,0.0,8.6,1588.0,9189.0,8210.0,843.0,1035.0,217.0,742.0,49.02,57.89,53.4,62.88,60.39,0.0,15.79,11.65,13.64,7.79,17.75,49.7,63.51,63.24,65.56,0.0,11.24,11.49,11.18,8.28,24.73,51.04,60.67,63.16,57.14,15.05,0.0,12.36,12.63,0.0,25.07,51.63,60.97,63.13,65.32,16.14,0.0,11.29,11.67,0.0,14858400,4153.22,-8809.61
University of Illinois Springfield,1140.0,60.67,46.46,34.12,46.46,36.24,63.76,3.13,33.11,0.0,8.56,9.46,9.24,10.98,1500.0,9581.0,8559.0,330.0,1000.0,148.0,828.0,28.15,39.88,46.93,50.57,48.39,20.37,19.06,15.53,19.54,19.89,19.53,42.31,49.49,53.11,55.36,14.25,14.9,15.13,17.78,11.97,28.21,45.41,53.59,54.14,51.76,13.46,16.33,12.15,15.47,14.57,21.5,39.75,46.53,51.38,52.09,17.85,16.93,16.41,19.45,16.2,14865400,3972.95,-8961.68
Southern Illinois University-Carbondale,1086.0,68.82,22.34,32.71,40.78,35.25,64.75,2.89,32.36,2.26,2.71,4.92,7.49,9.67,1403.0,9327.0,7860.0,601.0,1492.0,199.0,809.0,37.42,46.13,51.69,53.81,42.58,17.24,18.06,18.36,17.62,18.37,17.23,35.77,45.22,50.35,47.52,14.79,17.23,17.38,15.57,11.5,21.01,42.97,53.68,59.54,52.94,12.61,14.32,13.22,9.91,12.9,23.42,36.28,44.06,48.21,43.98,16.63,18.71,19.17,18.19,13.52,14922200,3771.42,-8921.73
Southern Illinois University-Edwardsville,1072.0,69.52,18.63,23.72,32.26,30.69,69.31,1.52,29.17,0.0,2.63,5.7,7.9,9.37,1326.0,9679.0,8631.0,235.0,1037.0,102.0,726.0,33.98,48.94,50.3,50.5,46.18,15.8,15.36,15.23,13.43,16.28,14.13,36.58,46.98,51.91,52.27,16.95,13.26,14.59,12.92,9.96,18.13,42.33,54.24,58.91,55.42,13.27,11.15,13.38,11.02,8.94,17.68,37.49,44.77,49.04,49.45,18.26,14.82,15.26,13.73,12.07,14923100,3879.39,-8999.78
Trinity Christian College,1122.0,63.06,35.98,15.95,32.9,32.91,67.09,4.18,28.73,0.0,0.0,12.1,0.0,15.58,1624.0,9151.0,8152.0,734.0,1123.0,236.0,814.0,23.6,28.85,36.61,46.76,26.53,0.0,18.27,18.75,21.58,31.63,9.95,53.43,58.58,65.55,59.51,0.0,10.29,9.62,7.56,11.27,12.63,56.84,61.17,72.22,56.6,0.0,0.0,0.0,0.0,10.38,14.42,39.91,47.58,53.16,48.91,0.0,0.0,0.0,0.0,18.84,14950500,4166.77,-8778.4
Trinity International University-Illinois,1038.0,57.92,39.92,24.67,37.94,29.61,70.39,4.82,24.78,0.0,0.0,0.0,8.84,9.16,1786.0,8417.0,7437.0,1393.0,1595.0,309.0,974.0,0.0,18.28,19.79,31.58,25.64,38.46,41.94,37.5,31.58,37.18,0.0,31.33,46.2,50.0,40.47,18.42,14.67,19.3,18.92,13.49,0.0,40.45,41.49,56.2,45.87,14.67,15.73,23.4,17.36,15.6,0.0,18.18,34.1,36.74,29.39,30.32,30.52,27.17,26.51,26.72,14951400,4219.79,-8788.09
Wheaton College,1351.0,0.0,1.66,0.0,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24,2285.0,9063.0,8613.0,665.0,503.0,387.0,1346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,72.27,84.44,91.05,87.38,0.0,0.0,0.0,0.0,0.0,16.13,62.07,81.52,82.41,73.11,0.0,0.0,0.0,0.0,0.0,14978100,4187.02,-8809.96
Anderson University,1070.0,65.12,18.68,17.09,26.06,23.17,76.83,0.0,0.0,0.0,0.0,6.71,13.73,14.01,1365.0,9679.0,9109.0,252.0,536.0,101.0,771.0,32.26,25.76,31.07,30.77,32.32,0.0,19.7,39.81,31.87,29.29,7.27,50.37,58.22,58.78,52.26,0.0,10.92,9.92,7.63,10.18,10.29,62.0,65.9,64.5,59.89,10.29,7.0,9.25,9.5,8.47,8.89,35.69,45.05,45.77,43.13,23.11,15.99,20.13,14.08,16.21,15006600,4011.28,-8566.43
Ball State University,1124.0,72.37,8.58,20.64,25.08,27.72,72.28,0.96,26.76,0.0,3.54,5.39,7.32,10.62,1320.0,9675.0,9086.0,268.0,556.0,99.0,793.0,20.56,34.89,43.08,49.44,45.11,20.85,18.69,21.07,18.82,18.38,7.63,41.64,59.08,62.07,60.04,14.72,15.22,15.49,13.44,11.07,8.0,44.31,64.33,69.09,65.93,11.6,12.63,13.06,10.36,8.85,9.18,39.5,54.31,56.88,55.15,17.15,16.91,17.45,15.7,13.17,15013600,4020.34,-8540.9
Butler University,1278.0,0.0,3.04,0.0,12.84,12.95,87.05,0.0,0.0,0.0,4.75,6.23,9.2,12.46,1761.0,9484.0,8956.0,349.0,575.0,177.0,1003.0,37.04,64.71,0.0,0.0,61.76,0.0,0.0,0.0,0.0,0.0,3.77,58.17,0.0,0.0,79.09,0.0,0.0,0.0,0.0,0.0,3.6,62.96,81.84,84.22,84.06,4.37,2.26,4.73,0.0,3.08,7.3,51.93,72.79,76.69,71.43,6.57,7.42,5.9,0.0,5.47,15016300,3983.74,-8617.22
DePauw University,1293.0,0.0,0.0,0.0,16.97,16.35,83.65,0.0,0.0,0.0,0.0,0.0,8.38,12.21,1880.0,9281.0,8510.0,521.0,826.0,240.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,80.12,84.98,78.29,6.38,9.04,0.0,0.0,0.0,0.0,66.45,79.87,79.64,66.86,7.09,13.55,0.0,0.0,0.0,15040000,3964.09,-8686.04
Earlham College,1259.0,0.0,0.0,0.0,25.54,22.63,77.37,0.0,0.0,0.0,0.0,0.0,12.37,0.0,1901.0,9190.0,8249.0,518.0,1005.0,289.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.09,72.97,68.54,75.31,9.52,0.0,0.0,0.0,0.0,0.0,52.38,49.32,48.45,61.64,10.91,0.0,0.0,0.0,0.0,15045500,3982.34,-8491.5
University of Evansville,1179.0,71.43,8.09,18.99,23.23,27.46,72.54,0.0,0.0,0.0,0.0,7.59,10.42,11.55,1352.0,9608.0,9054.0,322.0,533.0,125.0,763.0,0.0,27.03,37.5,47.62,59.52,26.32,0.0,0.0,0.0,0.0,0.0,51.49,64.54,66.5,67.65,7.37,0.0,0.0,0.0,0.0,0.0,60.69,68.59,75.97,72.73,9.4,9.83,7.05,0.0,5.0,0.0,42.11,58.23,58.68,63.22,9.45,16.92,9.7,0.0,8.51,15053400,3797.15,-8753.16
Franklin College,1092.0,0.0,4.05,0.0,17.34,29.38,70.62,0.0,0.0,0.0,0.0,8.9,13.83,0.0,1151.0,9729.0,9309.0,230.0,400.0,76.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.38,61.18,69.14,59.15,0.0,0.0,0.0,0.0,0.0,0.0,52.9,59.69,62.23,56.84,0.0,0.0,0.0,0.0,0.0,15060400,3947.83,-8604.72
Goshen College,1163.0,36.28,27.16,19.8,24.28,36.9,63.1,8.56,28.34,0.0,0.0,0.0,0.0,0.0,1325.0,9307.0,8910.0,741.0,357.0,140.0,755.0,58.7,60.0,55.0,59.09,75.56,0.0,0.0,0.0,0.0,0.0,7.14,52.94,53.29,58.11,66.25,0.0,0.0,0.0,0.0,0.0,0.0,62.79,73.08,68.92,80.81,0.0,16.28,0.0,13.51,0.0,0.0,49.25,42.54,51.69,56.6,0.0,19.4,0.0,20.34,0.0,15066800,4156.36,-8582.78
Grace College and Theological Seminary,1123.0,51.22,18.79,14.1,21.08,28.14,71.86,2.17,25.97,0.0,3.52,6.29,6.17,0.0,1266.0,9546.0,9141.0,503.0,323.0,112.0,703.0,39.29,62.5,76.14,67.31,0.0,25.0,0.0,11.36,0.0,0.0,25.61,46.97,64.84,64.31,0.0,17.68,0.0,14.01,0.0,0.0,28.78,48.0,74.1,69.59,81.67,17.99,14.29,12.05,7.43,0.0,26.94,50.7,62.94,61.73,62.5,19.18,17.96,14.34,14.81,0.0,15067700,4122.59,-8581.42
Hanover College,1264.0,0.0,0.0,0.0,18.72,25.32,74.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,9586.0,9061.0,270.0,482.0,191.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42,70.41,78.95,76.34,0.0,0.0,0.0,0.0,0.0,0.0,62.73,47.71,63.47,65.36,0.0,0.0,0.0,0.0,0.0,15075600,3871.56,-8546.01
Holy Cross College,1294.0,0.0,12.5,0.0,29.61,28.82,71.18,5.21,23.61,0.0,0.0,12.77,17.98,20.62,1863.0,9277.0,8492.0,568.0,758.0,281.0,1103.0,0.0,0.0,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.67,43.1,43.64,45.45,0.0,0.0,0.0,0.0,0.0,0.0,40.0,44.68,53.93,46.39,0.0,0.0,0.0,0.0,0.0,15077400,4169.9,-8625.38
Huntington University,1108.0,69.23,18.53,19.24,28.5,31.09,68.91,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1150.0,9743.0,9474.0,226.0,225.0,76.0,655.0,0.0,30.23,26.83,35.71,0.0,31.25,27.91,39.02,0.0,0.0,0.0,53.45,61.46,65.71,0.0,13.82,17.24,10.42,0.0,0.0,12.0,55.42,62.5,69.07,63.79,12.0,20.48,0.0,0.0,10.34,10.74,44.78,51.63,57.45,42.5,18.79,18.66,0.0,0.0,16.88,15094100,4089.82,-8549.73
Purdue University Fort Wayne,1114.0,72.56,18.55,26.26,34.85,35.2,64.8,2.0,33.19,1.33,3.42,6.41,7.73,9.7,1244.0,9635.0,8934.0,363.0,617.0,104.0,668.0,14.01,26.29,39.94,33.64,25.87,35.67,32.22,21.3,26.59,32.17,5.87,21.42,30.46,40.01,34.69,31.38,32.72,27.57,25.19,21.94,9.94,26.47,35.74,43.83,38.08,25.05,27.1,22.13,21.6,21.0,6.38,21.06,30.98,37.04,30.48,34.54,34.45,27.88,26.69,26.1,15110200,4111.73,-8510.9
Indiana University-Purdue University-Indianapolis,1152.0,67.66,21.3,26.15,34.99,35.09,64.91,2.51,32.58,0.0,3.82,6.25,9.18,12.03,1611.0,9583.0,8489.0,305.0,1086.0,134.0,856.0,28.13,36.98,45.44,45.17,38.71,18.55,22.96,21.08,21.06,24.34,9.38,32.9,43.31,46.12,44.03,20.17,21.65,21.85,19.63,17.97,13.35,40.29,48.74,54.55,47.11,15.82,17.39,19.25,15.75,18.58,12.84,31.29,42.05,43.1,40.9,21.42,23.61,22.53,21.38,20.42,15111100,3977.29,-8617.22
University of Southern Indiana,1139.0,68.12,14.18,21.76,28.33,35.47,64.53,1.55,33.92,0.0,3.01,3.62,6.84,9.58,1122.0,9778.0,9186.0,183.0,557.0,64.0,654.0,25.9,32.26,41.47,45.33,35.62,20.86,26.16,27.52,23.67,20.55,9.02,32.93,41.73,45.45,39.58,21.63,22.85,25.0,22.05,18.78,12.96,35.49,44.12,52.49,46.74,19.23,20.2,20.62,18.1,17.26,11.02,31.8,40.89,43.23,36.8,22.34,24.57,26.94,23.62,19.59,15130600,3796.24,-8767.72
Indiana University-Kokomo,1096.0,57.28,32.97,27.79,37.52,40.26,59.74,2.9,37.36,0.0,0.0,6.03,7.66,11.24,1034.0,9745.0,9253.0,248.0,400.0,79.0,611.0,23.74,37.29,45.26,42.65,29.75,27.4,23.31,18.98,21.47,23.51,9.41,28.12,33.45,42.7,34.63,25.55,27.73,28.79,22.18,20.13,14.2,42.58,39.24,42.94,36.15,23.46,21.29,25.32,20.86,19.23,13.04,27.99,36.78,42.62,31.82,26.69,27.66,25.72,22.14,22.04,15133300,4046.01,-8613.2
Indiana University-South Bend,1085.0,70.73,22.82,26.94,36.93,41.02,58.98,3.84,37.18,0.0,4.18,7.14,7.3,10.4,1217.0,9452.0,8591.0,539.0,796.0,109.0,754.0,16.97,26.67,28.53,35.96,31.73,27.31,34.12,29.15,30.7,30.81,6.72,19.18,27.25,35.45,31.63,33.2,31.73,31.76,30.05,25.19,10.8,30.43,32.23,41.6,39.78,20.4,24.11,25.21,26.0,24.45,8.47,18.23,26.46,34.32,29.97,34.8,34.32,32.51,31.19,27.68,15134200,4166.53,-8622.2
Indiana University-Bloomington,1298.0,83.02,4.21,19.05,21.74,22.11,77.89,1.45,20.66,0.0,3.72,7.47,11.79,13.93,1760.0,9430.0,8808.0,356.0,673.0,209.0,1154.0,22.28,43.98,52.88,49.54,39.86,15.84,19.44,17.79,17.43,16.37,7.36,55.78,65.85,66.21,61.84,8.43,11.05,12.8,9.39,9.52,7.7,62.41,72.46,71.51,67.33,6.72,7.79,10.31,7.54,7.39,8.27,48.94,59.39,59.87,55.09,10.57,14.63,15.25,11.79,11.96,15135100,3916.61,-8652.66
Indiana University-Northwest,1056.0,72.39,29.81,31.77,43.88,45.38,54.62,3.67,41.7,0.0,0.0,6.23,7.39,9.38,1050.0,9516.0,7126.0,830.0,2292.0,75.0,582.0,17.54,28.1,29.34,30.96,23.24,25.44,25.91,26.64,28.68,31.67,8.22,18.48,30.39,30.88,28.03,28.77,29.7,30.97,30.04,24.6,13.84,20.13,34.01,33.53,26.09,24.53,20.75,24.49,25.15,19.88,9.92,21.66,29.39,30.49,26.03,28.65,30.21,30.76,30.3,28.54,15136000,4155.73,-8733.72
Indiana University-Southeast,1115.0,68.29,27.82,31.2,41.52,40.91,59.09,2.55,38.36,0.0,0.0,5.34,7.81,9.57,1095.0,9772.0,9070.0,146.0,675.0,64.0,650.0,12.35,23.51,32.0,35.31,33.33,33.95,28.15,26.67,30.87,28.89,4.03,16.55,25.41,30.15,31.34,38.36,39.98,35.88,31.54,23.83,8.02,20.83,31.07,32.52,38.29,30.92,32.08,32.14,30.06,18.59,5.81,17.72,26.28,31.6,30.61,38.92,38.15,33.5,31.68,27.06,15137900,3834.52,-8582.0
